Player,PTS2,BLK2,STL2,AST2,TRB2,Value,Year
Cameron Payne,7.5,0.2,0.7,3.0,2.6,17.76,2021
Cameron Reynolds,6.3,0.2,0.4,1.2,2.5,13.17,2021
Caris LeVert,13.7,0.3,1.0,3.8,3.8,27.64,2021
Carmelo Anthony,9.6,0.6,0.4,1.9,4.9,21.35,2021
Cedi Osman,13.3,0.2,0.7,2.6,4.2,25.19,2021
Chandler Hutchison,6.4,0.4,0.5,1.1,4.0,15.41,2021
Chandler Parsons,6.3,0.2,0.6,1.9,1.8,13.65,2021
Channing Frye,4.3,0.3,0.2,0.6,1.6,8.61,2021
Chasson Randle,6.1,0.1,0.5,2.6,1.4,13.47,2021
Cheick Diallo,6.7,0.6,0.5,1.2,5.5,18.36,2021
Chimezie Metu,6.7,0.5,0.5,1.2,3.4,15.59,2021
Chris Boucher,5.4,0.6,0.3,0.7,3.8,13.7,2021
Chris Chiozza,5.0,0.2,0.5,1.4,2.5,12.04,2021
Chris Paul,11.5,0.2,1.6,6.9,4.4,32.56,2021
Christian Wood,6.8,0.5,0.4,0.8,4.1,15.72,2021
Clint Capela,18.1,1.6,0.7,1.6,10.3,39.76,2021
Cody Zeller,7.8,0.6,0.5,1.8,5.3,20.07,2021
Collin Sexton,20.4,0.2,0.7,3.2,3.3,31.84,2021
Corey Brewer,4.8,0.3,0.6,1.2,2.0,11.56,2021
Cory Joseph,6.2,0.3,0.8,3.1,2.9,17.37,2021
Courtney Lee,3.7,0.2,0.4,1.2,1.8,9.47,2021
Cristiano Felicio,4.2,0.3,0.5,0.9,3.9,12.53,2021
D'Angelo Russell,23.4,0.2,1.5,7.7,4.7,45.72,2021
D.J. Augustin,7.9,0.3,0.5,4.0,2.3,19.13,2021
D.J. Stephens,4.8,0.3,0.4,0.8,2.9,11.71,2021
D.J. Wilson,5.8,0.5,0.4,1.2,4.4,15.39,2021
Dairis Bertans,5.8,0.1,0.5,1.3,2.3,12.42,2021
Damian Jones,6.7,0.9,0.5,1.1,4.3,17.52,2021
Damian Lillard,23.1,0.4,1.1,6.9,4.7,43.51,2021
Damion Lee,6.3,0.2,0.4,1.0,2.8,12.89,2021
Damyean Dotson,8.9,0.2,0.6,1.5,2.7,16.92,2021
Daniel Hamilton,5.2,0.2,0.5,1.3,2.7,12.55,2021
Daniel Theis,5.9,0.5,0.4,1.1,3.5,14.45,2021
Danilo Gallinari,13.7,0.3,0.6,2.1,4.0,24.36,2021
Danny Green,7.4,0.5,0.6,1.4,3.2,16.58,2021
Dante Cunningham,3.7,0.2,0.4,1.1,2.5,10.1,2021
Dante Exum,6.8,0.2,0.4,2.8,2.1,15.31,2021
Danuel House,8.2,0.3,0.4,1.1,3.0,15.68,2021
Dario Saric,9.3,0.2,0.5,1.5,3.7,18.05,2021
Darius Miller,7.6,0.2,0.6,2.0,1.9,15.19,2021
Darren Collison,9.3,0.2,0.6,4.8,2.1,21.62,2021
Daryl Macon,6.6,0.2,0.4,1.2,2.2,12.87,2021
David Nwaba,6.7,0.3,0.6,1.4,2.7,14.68,2021
Davis Bertans,7.9,0.4,0.6,1.3,3.2,16.77,2021
Davon Reed,5.1,0.2,0.5,1.6,2.7,12.82,2021
De'Aaron Fox,16.7,0.5,1.5,7.8,3.9,39.3,2021
De'Anthony Melton,8.6,0.4,1.0,3.0,2.7,20.5,2021
DeAndre Jordan,10.4,1.0,0.6,2.5,9.7,30.33,2021
DeAndre' Bembry,9.1,0.4,1.0,2.2,3.9,21.04,2021
DeMar DeRozan,17.1,0.5,1.0,4.6,5.7,35.38,2021
DeMarcus Cousins,15.2,1.1,1.1,3.2,7.9,35.95,2021
DeMarre Carroll,5.3,0.3,0.4,1.3,2.9,12.78,2021
DeVaughn Akoon-Purcell,6.3,0.1,0.6,2.1,2.0,13.72,2021
Deandre Ayton,22.5,1.0,0.9,2.6,11.3,45.79,2021
Delon Wright,8.1,0.2,0.8,3.3,2.8,19.65,2021
Demetrius Jackson,7.4,0.2,0.6,1.6,2.4,14.99,2021
Deng Adel,6.0,0.5,0.5,1.1,3.2,14.27,2021
Dennis Schroder,14.1,0.2,0.7,4.1,3.3,27.1,2021
Dennis Smith,14.4,0.4,0.9,4.4,3.2,28.67,2021
Deonte Burton,6.2,0.4,0.4,1.0,3.1,14.1,2021
Derrick Favors,7.2,0.9,0.5,0.8,5.5,19.23,2021
Derrick Jones,8.0,0.7,0.6,1.1,4.3,18.57,2021
Derrick Rose,14.6,0.1,0.6,3.7,2.5,25.12,2021
Derrick White,8.0,0.4,0.8,3.6,3.0,20.54,2021
Devin Booker,25.8,0.2,1.3,6.7,4.5,45.66,2021
Devin Harris,3.5,0.2,0.4,1.6,1.3,9.14,2021
Devin Robinson,8.1,0.7,0.5,1.1,4.2,18.3,2021
Devonte' Graham,5.7,0.1,0.3,2.9,1.6,13.35,2021
Dewayne Dedmon,8.8,0.7,0.7,1.3,6.1,22.3,2021
Deyonta Davis,5.7,0.7,0.4,1.0,4.6,15.87,2021
Dillon Brooks,8.0,0.2,0.6,1.2,2.0,14.59,2021
Dion Waiters,10.0,0.2,0.7,3.1,2.5,20.35,2021
Dirk Nowitzki,5.6,0.3,0.3,0.7,2.9,11.71,2021
Domantas Sabonis,15.5,0.4,0.7,2.9,8.5,33.17,2021
Donatas Motiejunas,4.9,0.3,0.4,1.0,2.9,12.03,2021
Donovan Mitchell,23.4,0.5,1.4,4.7,4.8,41.9,2021
Donte DiVincenzo,7.1,0.3,0.6,1.6,2.9,15.59,2021
Donte Grantham,4.5,0.4,0.5,1.3,3.4,13.12,2021
Dorian Finney-Smith,8.5,0.4,0.7,1.2,4.7,19.4,2021
Doug McDermott,7.9,0.2,0.4,1.3,1.8,13.7,2021
Dragan Bender,6.5,0.7,0.6,1.8,4.9,18.74,2021
Draymond Green,3.3,0.9,0.6,3.3,4.8,18.61,2021
Drew Eubanks,6.0,0.4,0.5,1.1,3.6,14.52,2021
Duncan Robinson,6.2,0.2,0.4,1.0,2.5,12.48,2021
Dusty Hannahs,7.3,0.2,0.4,2.8,2.4,16.16,2021
Dwayne Bacon,7.4,0.2,0.5,1.3,2.2,14.1,2021
Dwight Howard,10.2,0.5,0.4,1.2,7.4,23.66,2021
Dwight Powell,9.1,0.4,0.6,1.3,4.2,19.02,2021
Dwyane Wade,11.4,0.4,0.7,2.9,3.1,22.98,2021
Dzanan Musa,7.4,0.3,0.6,1.9,3.8,17.55,2021
E'Twaun Moore,7.8,0.2,0.6,2.0,2.1,15.5,2021
Ed Davis,3.7,0.4,0.5,0.7,7.6,16.23,2021
Edmond Sumner,6.9,0.2,0.4,1.0,2.1,12.96,2021
Ekpe Udoh,4.6,0.6,0.4,0.9,3.0,12.46,2021
Elfrid Payton,11.4,0.4,1.0,4.9,3.9,27.73,2021
Elie Okobo,6.3,0.2,0.5,2.8,1.7,14.63,2021
Emanuel Terry,6.3,0.2,0.6,1.4,2.7,14.26,2021
Emmanuel Mudiay,15.0,0.3,0.8,3.7,3.2,27.7,2021
Enes Kanter,11.0,0.3,0.5,1.6,7.7,25.15,2021
Eric Bledsoe,12.4,0.3,1.0,4.8,3.8,28.3,2021
Eric Gordon,13.7,0.2,0.5,2.0,2.1,21.49,2021
Eric Moreland,4.1,0.3,0.4,1.1,4.5,13.36,2021
Ersan Ilyasova,5.6,0.3,0.4,0.8,3.2,12.94,2021
Evan Fournier,13.2,0.2,0.7,3.8,2.9,25.15,2021
Evan Turner,5.4,0.2,0.5,2.9,3.0,15.71,2021
Frank Jackson,10.2,0.0,0.6,1.6,2.3,17.09,2021
Frank Kaminsky,8.4,0.3,0.5,1.4,3.4,17.13,2021
Frank Mason,7.3,0.1,0.4,2.7,1.6,14.82,2021
Frank Ntilikina,9.8,0.3,0.7,3.0,2.7,20.62,2021
Fred VanVleet,10.8,0.2,0.8,3.2,2.5,21.73,2021
Furkan Korkmaz,9.2,0.2,0.6,1.8,2.4,17.04,2021
Garrett Temple,6.9,0.2,0.6,1.5,1.8,13.98,2021
Gary Clark,4.8,0.6,0.4,0.9,3.3,13.08,2021
Gary Harris,11.5,0.3,0.9,2.4,2.7,21.79,2021
Gary Payton,5.2,0.2,0.7,1.6,2.3,13.14,2021
Gary Trent,6.9,0.2,0.4,1.1,3.6,14.86,2021
George Hill,4.7,0.2,0.6,2.0,1.5,12.0,2021
George King,5.4,0.4,0.4,0.9,3.2,13.02,2021
Georges Niang,6.6,0.3,0.5,1.3,2.9,14.27,2021
Gerald Green,6.6,0.4,0.3,0.4,2.1,11.81,2021
Giannis Antetokounmpo,20.4,1.6,1.3,5.2,9.9,48.69,2021
Glenn Robinson,6.6,0.3,0.5,1.1,3.0,14.03,2021
Goran Dragic,7.6,0.2,0.6,3.7,2.1,18.39,2021
Gordon Hayward,10.3,0.3,0.8,2.8,3.8,22.47,2021
Gorgui Dieng,4.5,0.4,0.4,1.1,3.3,12.58,2021
Grayson Allen,6.7,0.3,0.5,1.5,2.8,14.73,2021
Greg Monroe,4.8,0.3,0.3,0.9,3.1,11.52,2021
Guerschon Yabusele,5.3,0.4,0.4,1.0,2.8,12.84,2021
Hamidou Diallo,6.3,0.4,0.5,0.9,4.3,15.34,2021
Harrison Barnes,13.1,0.3,0.5,1.7,3.8,22.6,2021
Harry Giles,10.2,0.5,0.6,1.7,4.3,21.16,2021
Hassan Whiteside,11.3,1.1,0.6,1.1,9.9,29.91,2021
Haywood Highsmith,6.1,0.3,0.5,1.2,2.9,13.44,2021
Henry Ellenson,6.5,0.4,0.5,1.2,3.7,15.46,2021
Ian Clark,6.8,0.2,0.5,2.0,1.9,14.18,2021
Ian Mahinmi,3.5,0.5,0.6,0.8,2.9,11.32,2021
Ike Anigbogu,3.7,0.5,0.4,0.8,5.4,14.11,2021
Iman Shumpert,7.2,0.3,0.8,1.8,2.6,16.26,2021
Isaac Bonga,5.8,0.3,0.6,1.6,3.9,15.52,2021
Isaac Humphries,6.4,0.5,0.4,1.0,3.7,14.85,2021
Isaiah Briscoe,5.9,0.1,0.4,2.5,0.8,12.15,2021
Isaiah Canaan,6.9,0.2,0.6,2.8,2.1,15.95,2021
Isaiah Hartenstein,4.6,0.6,0.5,1.1,4.6,14.89,2021
Isaiah Hicks,6.4,0.7,0.5,1.4,3.9,16.52,2021
Isaiah Thomas,7.8,0.1,0.4,1.8,1.0,13.35,2021
Ish Smith,6.6,0.1,0.5,3.2,2.1,15.5,2021
Ivan Rabb,8.4,0.4,0.6,1.8,4.5,19.46,2021
Ivica Zubac,7.5,0.9,0.4,1.8,5.2,20.45,2021
J.J. Barea,5.1,0.1,0.5,3.5,1.6,13.95,2021
J.J. Redick,12.5,0.2,0.4,2.0,2.9,20.98,2021
J.P. Macura,5.9,0.2,0.6,1.6,2.5,13.65,2021
J.R. Smith,4.7,0.2,0.6,1.8,1.7,11.84,2021
JaKarr Sampson,17.7,1.0,0.7,1.7,8.7,35.8,2021
JaMychal Green,7.1,0.5,0.6,1.0,4.7,17.33,2021
JaVale McGee,8.3,0.9,0.4,1.2,4.4,19.52,2021
Jabari Parker,14.7,0.3,0.7,2.3,5.9,28.57,2021
Jacob Evans,7.3,0.3,0.7,1.8,3.6,17.37,2021
Jae Crowder,10.1,0.4,0.7,1.9,4.0,20.9,2021
Jahlil Okafor,8.1,0.6,0.4,1.0,4.3,17.46,2021
Jake Layman,7.8,0.4,0.4,0.9,3.0,15.21,2021
Jakob Poeltl,5.8,0.7,0.5,1.5,5.7,18.43,2021
Jalen Brunson,8.9,0.0,0.6,3.0,2.1,17.69,2021
Jalen Jones,7.8,0.2,0.6,1.1,2.6,15.08,2021
Jamal Crawford,6.7,0.2,0.4,2.5,2.4,15.21,2021
Jamal Murray,17.0,0.4,1.1,5.8,4.2,35.2,2021
James Ennis,6.2,0.4,0.6,1.0,2.8,14.04,2021
James Harden,28.9,0.7,1.4,8.2,7.7,56.67,2021
James Johnson,6.6,0.3,0.5,2.1,2.7,15.28,2021
James Nunnally,5.7,0.1,0.4,1.5,2.2,12.33,2021
Jared Dudley,3.8,0.3,0.5,1.3,2.2,10.53,2021
Jared Terrell,6.4,0.2,0.6,1.7,2.6,14.45,2021
Jarell Martin,5.9,0.4,0.4,1.2,3.5,14.25,2021
Jaren Jackson,12.2,1.3,0.7,1.4,4.1,24.96,2021
Jaron Blossomgame,5.2,0.4,0.4,0.9,4.4,14.34,2021
Jarred Vanderbilt,6.1,0.3,0.5,1.1,4.4,15.52,2021
Jarrett Allen,16.9,1.9,0.8,2.0,10.6,40.57,2021
Jason Smith,4.4,0.6,0.4,0.9,2.8,12.12,2021
Jawun Evans,5.0,0.2,0.5,2.0,2.6,13.24,2021
Jaylen Adams,6.1,0.2,0.5,2.0,2.0,13.82,2021
Jaylen Brown,13.0,0.5,1.0,1.8,4.3,25.35,2021
Jaylen Morris,6.7,0.2,0.6,1.8,2.1,14.34,2021
Jayson Tatum,17.8,0.7,1.0,2.7,5.9,34.09,2021
Jeff Green,6.3,0.4,0.5,1.4,3.1,14.97,2021
Jeff Teague,8.0,0.3,0.8,4.6,2.3,21.01,2021
Jemerrio Jones,4.3,0.7,0.8,1.2,5.6,17.53,2021
Jerami Grant,14.0,0.8,0.6,1.4,4.7,25.75,2021
Jeremy Lamb,11.8,0.4,0.9,2.1,4.2,23.87,2021
Jeremy Lin,6.7,0.2,0.5,3.1,2.0,15.67,2021
Jerian Grant,5.7,0.2,0.7,2.9,2.3,15.52,2021
Jerome Robinson,6.6,0.2,0.5,1.3,2.2,13.32,2021
Jerryd Bayless,5.4,0.2,0.6,2.9,1.7,14.19,2021
Jevon Carter,6.8,0.3,0.7,2.2,2.4,15.89,2021
Jimmer Fredette,5.5,0.1,0.5,2.1,1.4,12.19,2021
Jimmy Butler,14.3,0.5,1.3,2.8,4.8,29.49,2021
Joakim Noah,3.7,0.5,0.4,1.3,3.0,12.05,2021
Jodie Meeks,4.9,0.2,0.3,1.1,1.5,9.73,2021
Joe Chealey,4.7,0.1,0.6,2.3,2.0,12.67,2021
Joe Harris,12.2,0.2,0.6,2.1,3.9,22.62,2021
Joe Ingles,8.6,0.3,0.8,4.8,2.8,22.4,2021
Joel Embiid,23.8,1.9,1.0,3.9,13.7,54.59,2021
John Collins,18.3,0.5,0.5,2.1,9.2,35.76,2021
John Henson,5.2,0.6,0.5,1.0,4.0,14.72,2021
John Holland,3.4,0.3,0.4,1.1,2.2,9.67,2021
John Jenkins,6.6,0.3,0.5,1.2,2.1,13.02,2021
John Wall,19.4,0.5,1.1,6.7,4.4,39.53,2021
Johnathan Motley,6.2,0.4,0.4,1.1,3.1,13.98,2021
Johnathan Williams,6.1,0.4,0.4,0.8,4.4,15.18,2021
Jon Leuer,4.2,0.3,0.2,0.7,2.3,9.44,2021
Jonah Bolden,6.3,0.8,0.4,0.9,4.5,16.5,2021
Jonas Jerebko,4.3,0.3,0.3,1.0,2.8,10.96,2021
Jonas Valanciunas,12.6,1.0,0.6,1.7,9.3,30.92,2021
Jonathan Isaac,9.5,0.8,0.5,1.4,5.5,22.15,2021
Jonathon Simmons,6.0,0.3,0.4,1.9,2.4,13.81,2021
Jordan Bell,5.1,0.6,0.4,1.3,3.1,13.79,2021
Jordan Clarkson,14.1,0.2,0.6,2.4,3.1,23.74,2021
Jordan Loyd,6.7,0.2,0.7,1.6,2.9,15.13,2021
Jordan McRae,6.6,0.3,0.5,1.4,2.1,13.52,2021
Jordan Sibert,4.7,0.2,0.5,1.6,2.6,12.32,2021
Jose Calderon,6.6,0.3,0.4,2.5,3.3,16.41,2021
Josh Hart,8.1,0.4,0.9,1.4,3.3,18.16,2021
Josh Jackson,12.4,0.6,0.9,2.4,4.5,25.73,2021
Josh Okogie,11.0,0.3,1.2,1.9,3.8,22.88,2021
Josh Richardson,14.1,0.2,0.8,3.8,2.9,26.25,2021
Jrue Holiday,22.6,0.7,1.8,7.5,7.1,49.85,2021
Juan Hernangomez,6.5,0.3,0.5,1.2,4.2,15.95,2021
Julian Washburn,6.2,0.2,0.6,1.6,2.7,14.42,2021
Julius Randle,21.1,0.6,0.8,2.9,9.2,40.63,2021
Justin Anderson,6.8,0.3,0.6,1.2,3.0,14.77,2021
Justin Holiday,9.5,0.4,1.0,1.8,4.0,21.25,2021
Justin Jackson,8.2,0.3,0.7,1.6,3.0,16.99,2021
Justin Patton,6.5,0.2,0.8,1.8,2.8,15.45,2021
Justise Winslow,14.0,0.4,1.0,3.8,5.4,30.42,2021
Jusuf Nurkic,16.9,1.6,1.0,2.9,10.5,41.49,2021
Kadeem Allen,9.6,0.2,0.7,3.6,2.2,20.26,2021
Kalin Lucas,3.7,0.2,0.5,1.5,2.7,11.2,2021
Karl-Anthony Towns,23.8,1.9,1.1,3.3,12.7,53.12,2021
Kawhi Leonard,23.9,0.6,1.5,4.6,7.8,46.33,2021
Keita Bates-Diop,6.6,0.5,0.6,1.1,3.6,15.99,2021
Kelly Olynyk,8.4,0.4,0.7,1.6,3.6,18.51,2021
Kelly Oubre,14.7,0.6,1.2,1.8,4.4,28.06,2021
Kemba Walker,22.4,0.5,1.2,5.9,4.5,41.7,2021
Kenneth Faried,8.3,0.4,0.5,1.1,4.5,18.11,2021
Kenrich Williams,8.3,0.4,0.8,1.8,4.5,19.9,2021
Kent Bazemore,11.3,0.4,0.9,2.3,4.1,23.65,2021
Kentavious Caldwell-Pope,10.7,0.2,0.7,1.5,3.0,19.31,2021
Kevin Durant,24.8,0.9,0.8,6.6,7.5,48.91,2021
Kevin Huerter,10.5,0.3,0.9,3.2,3.2,22.53,2021
Kevin Knox,14.2,0.4,0.8,1.9,5.1,26.88,2021
Kevin Love,14.2,0.1,0.6,2.5,6.6,28.1,2021
Kevon Looney,6.7,0.7,0.6,1.6,5.0,19.1,2021
Khem Birch,5.5,0.5,0.4,1.0,3.9,14.3,2021
Khris Middleton,16.2,0.2,0.9,3.5,5.3,31.1,2021
Khyri Thomas,6.0,0.3,0.5,1.1,3.1,13.77,2021
Klay Thompson,18.2,0.7,0.8,2.1,4.8,31.45,2021
Kobi Simmons,4.7,0.5,0.5,1.7,3.1,13.79,2021
Kosta Koufos,3.4,0.4,0.4,1.0,4.1,12.11,2021
Kostas Antetokounmpo,5.8,0.2,0.5,1.3,2.9,13.39,2021
Kris Dunn,13.1,0.3,1.2,5.2,4.2,30.69,2021
Kyle Anderson,6.5,0.6,1.0,3.1,5.6,22.51,2021
Kyle Korver,6.0,0.2,0.3,1.0,2.1,11.49,2021
Kyle Kuzma,18.1,0.5,0.6,2.2,5.1,30.87,2021
Kyle Lowry,11.8,0.3,1.3,4.9,3.7,28.36,2021
Kyle O'Quinn,4.3,0.5,0.3,1.2,3.0,11.94,2021
Kyrie Irving,22.8,0.5,1.8,8.3,6.2,49.39,2021
LaMarcus Aldridge,17.1,1.1,0.5,2.3,9.0,35.96,2021
Lance Stephenson,5.9,0.2,0.5,1.9,2.3,13.8,2021
Lance Thomas,5.5,0.2,0.4,1.0,2.6,12.16,2021
Landry Shamet,9.3,0.2,0.6,1.8,1.5,16.03,2021
Langston Galloway,6.9,0.1,0.6,1.6,2.0,13.84,2021
Larry Nance,11.2,0.5,1.3,3.1,6.1,28.51,2021
Lauri Markkanen,17.3,0.8,0.7,2.1,10.0,36.91,2021
LeBron James,14.5,0.8,1.3,7.0,8.9,42.04,2021
Lonnie Walker,6.3,0.2,0.5,1.3,2.7,13.83,2021
Lonzo Ball,10.2,0.5,1.3,5.4,4.8,29.34,2021
Lorenzo Brown,4.7,0.2,0.5,1.8,1.8,11.75,2021
Lou Williams,13.8,0.3,0.8,3.7,3.2,26.43,2021
Luc Mbah a Moute,4.6,0.3,0.3,0.6,2.4,10.21,2021
Luka Doncic,22.5,0.8,1.1,8.1,11.1,53.59,2021
Luke Kennard,9.1,0.1,0.5,1.5,2.4,16.27,2021
Luke Kornet,7.9,0.7,0.6,1.4,4.0,18.68,2021
Luol Deng,6.3,0.4,0.5,1.0,2.9,14.15,2021
Malachi Richardson,5.1,0.2,0.6,1.3,3.2,13.2,2021
Malcolm Brogdon,13.4,0.2,0.7,3.3,4.0,26.03,2021
Malcolm Miller,5.5,0.3,0.4,1.4,2.6,12.86,2021
Malik Beasley,11.7,0.2,0.7,1.3,2.4,19.34,2021
Malik Monk,12.2,0.2,0.6,1.8,2.9,20.8,2021
MarShon Brooks,5.5,0.2,0.4,1.3,1.9,11.48,2021
Marc Gasol,8.8,1.2,0.8,3.1,6.6,27.49,2021
Marcin Gortat,2.7,0.5,0.3,0.7,3.0,9.56,2021
Marco Belinelli,5.9,0.2,0.4,1.5,1.2,11.38,2021
Marcus Derrickson,6.0,0.3,0.4,0.7,2.3,11.79,2021
Marcus Morris,8.9,0.3,0.5,1.3,3.5,17.48,2021
Marcus Smart,11.3,0.3,1.2,3.2,2.9,23.98,2021
Mario Hezonja,8.3,0.2,0.8,1.5,3.3,17.61,2021
Markelle Fultz,11.3,0.3,0.8,3.9,4.0,25.44,2021
Markieff Morris,7.5,0.3,0.6,1.4,3.4,16.42,2021
Marquese Chriss,6.9,0.5,0.5,0.9,4.3,16.43,2021
Marvin Bagley,20.7,1.4,0.8,2.3,11.9,45.08,2021
Marvin Williams,7.0,0.5,0.5,0.7,3.5,15.27,2021
Mason Plumlee,6.3,0.6,0.7,2.5,4.9,19.81,2021
Matthew Dellavedova,7.3,0.1,0.4,3.5,2.1,16.76,2021
Maurice Harkless,7.4,0.5,0.8,1.5,3.7,17.97,2021
Maxi Kleber,6.8,0.8,0.4,0.9,4.1,16.46,2021
Melvin Frazier,5.8,0.3,0.5,1.4,2.9,13.65,2021
Meyers Leonard,5.2,0.3,0.4,1.3,3.7,13.88,2021
Michael Beasley,5.5,0.4,0.3,0.9,2.5,11.85,2021
Michael Carter-Williams,8.0,0.3,0.7,2.4,2.7,17.86,2021
Michael Kidd-Gilchrist,6.5,0.6,0.4,1.1,3.6,15.38,2021
Mikal Bridges,10.4,0.4,1.0,2.1,2.9,21.18,2021
Mike Conley,17.1,0.3,1.0,5.3,3.8,33.39,2021
Mike Muscala,5.9,0.5,0.5,1.1,3.5,14.73,2021
Mike Scott,5.1,0.2,0.4,1.2,2.9,12.01,2021
Miles Bridges,9.8,0.4,0.7,1.7,4.4,21.14,2021
Miles Plumlee,5.2,0.3,0.3,1.1,2.5,11.67,2021
Milos Teodosic,4.8,0.3,0.5,2.3,1.6,12.78,2021
Mitch Creek,5.5,0.1,0.5,1.6,2.5,12.84,2021
Mitchell Robinson,12.7,3.0,0.6,1.6,10.7,38.99,2021
Mohamed Bamba,5.9,1.0,0.2,0.5,4.6,16.08,2021
Monte Morris,10.6,0.0,0.8,3.2,1.9,20.16,2021
Montrezl Harrell,16.1,0.8,0.8,2.3,5.5,30.87,2021
Moritz Wagner,7.5,0.5,0.5,1.2,3.8,16.92,2021
Myles Turner,18.4,2.3,0.7,2.5,10.6,43.97,2021
Naz Mitrou-Long,6.0,0.2,0.5,2.0,2.6,13.97,2021
Nemanja Bjelica,6.4,0.5,0.6,1.3,3.6,15.71,2021
Nene Hilario,3.7,0.3,0.3,0.6,2.3,9.39,2021
Nerlens Noel,7.9,0.7,0.5,1.0,4.7,18.7,2021
Nick Young,2.8,0.4,0.5,1.3,3.0,11.09,2021
Nicolas Batum,8.2,0.4,0.7,2.4,3.9,19.95,2021
Nik Stauskas,6.5,0.2,0.5,1.7,2.4,13.99,2021
Nikola Jokic,16.3,0.7,1.4,8.0,8.7,44.86,2021
Nikola Mirotic,10.7,0.6,0.5,1.2,5.5,22.3,2021
Nikola Vucevic,21.5,1.4,0.9,3.2,10.6,45.7,2021
Noah Vonleh,9.1,0.6,0.6,1.8,6.1,22.86,2021
Norman Powell,8.8,0.2,0.6,1.8,2.2,16.67,2021
OG Anunoby,9.5,0.4,0.6,1.1,3.6,18.67,2021
Okaro White,5.8,0.4,0.4,1.2,3.2,14.11,2021
Omari Spellman,8.3,0.6,0.7,1.6,4.4,19.65,2021
Omri Casspi,6.2,0.3,0.5,1.0,2.7,13.07,2021
Otto Porter,13.9,0.5,1.2,2.4,5.6,29.31,2021
P.J. Tucker,4.4,0.4,0.9,0.9,3.9,14.38,2021
PJ Dozier,5.6,0.2,0.4,1.2,3.2,13.16,2021
Pascal Siakam,17.2,0.8,0.8,3.1,6.9,35.02,2021
Pat Connaughton,6.0,0.4,0.5,1.9,3.7,16.04,2021
Patrick Beverley,6.6,0.5,0.8,2.8,3.8,19.23,2021
Patrick McCaw,5.8,0.2,0.6,1.1,2.2,12.47,2021
Patrick Patterson,4.8,0.3,0.4,0.9,2.6,11.39,2021
Patty Mills,8.1,0.1,0.5,2.8,2.0,16.38,2021
Pau Gasol,2.2,0.3,0.3,0.9,2.3,8.11,2021
Paul George,22.2,0.6,1.4,4.8,8.0,44.89,2021
Paul Millsap,6.8,0.5,0.7,1.1,4.7,17.51,2021
Quincy Acy,3.3,0.4,0.4,0.9,2.9,10.35,2021
Quincy Pondexter,5.0,0.3,0.4,1.2,2.0,11.28,2021
Quinn Cook,8.6,0.1,0.5,1.8,2.2,15.69,2021
R.J. Hunter,16.3,0.2,0.8,3.4,2.8,27.56,2021
Rajon Rondo,7.3,0.2,1.1,5.5,3.6,23.93,2021
Raul Neto,5.3,0.1,0.5,2.6,1.9,13.36,2021
Rawle Alkins,6.7,0.2,0.6,1.6,3.2,15.3,2021
Ray Spalding,6.2,0.6,0.5,1.1,4.6,16.82,2021
Raymond Felton,4.6,0.1,0.3,1.7,1.4,10.23,2021
Reggie Bullock,9.7,0.2,0.6,1.8,2.6,17.99,2021
Reggie Jackson,10.3,0.1,0.7,4.1,2.3,21.45,2021
Richaun Holmes,8.1,0.9,0.5,1.1,4.1,18.86,2021
Ricky Rubio,11.3,0.2,0.9,4.7,2.9,25.26,2021
Robert Covington,12.7,0.6,1.6,1.6,6.6,29.81,2021
Robert Williams,10.2,1.1,0.4,0.9,4.4,21.16,2021
Robin Lopez,7.5,0.6,0.2,1.3,4.0,16.84,2021
Rodions Kurucs,13.2,0.5,0.7,1.4,4.9,24.51,2021
Rodney Hood,9.8,0.2,0.6,2.2,2.2,18.06,2021
Rodney McGruder,7.2,0.2,0.5,1.6,2.7,14.98,2021
Ron Baker,5.1,0.2,0.5,1.8,2.2,12.54,2021
Rondae Hollis-Jefferson,9.2,0.5,0.7,1.6,4.2,20.06,2021
Royce O'Neale,5.6,0.3,0.6,1.6,3.2,14.49,2021
Rudy Gay,9.5,0.4,0.6,1.7,4.1,19.66,2021
Rudy Gobert,16.6,1.6,0.9,2.7,13.6,44.61,2021
Russell Westbrook,20.3,0.8,1.5,9.3,9.7,52.87,2021
Ryan Anderson,5.6,0.2,0.4,1.3,2.3,12.13,2021
Ryan Arcidiacono,9.4,0.1,0.7,3.5,2.7,20.14,2021
Ryan Broekhoff,7.2,0.3,0.3,1.0,2.6,13.59,2021
Salah Mejri,2.5,0.5,0.2,1.0,2.7,9.47,2021
Sam Dekker,8.1,0.2,0.7,1.5,2.9,16.5,2021
Scott Machado,5.9,0.1,0.5,1.6,2.2,12.73,2021
Semi Ojeleye,6.2,0.4,0.4,0.9,3.1,13.78,2021
Serge Ibaka,11.1,1.0,0.5,1.0,7.1,25.4,2021
Seth Curry,8.3,0.2,0.5,1.3,2.2,15.16,2021
Shabazz Napier,8.7,0.1,0.6,2.2,2.2,16.85,2021
Shai Gilgeous-Alexander,15.4,0.5,1.1,4.0,3.2,30.07,2021
Shake Milton,6.2,0.6,0.5,1.3,3.2,15.14,2021
Shaquille Harrison,6.3,0.4,0.8,2.0,2.9,16.66,2021
Shaun Livingston,3.5,0.3,0.4,1.5,1.9,10.12,2021
Shelvin Mack,7.7,0.1,0.7,3.3,1.4,16.68,2021
Sindarius Thornwell,5.9,0.3,0.5,1.3,3.0,13.67,2021
