Player,PTS2,BLK2,STL2,AST2,TRB2,Value,Year
Chandler Hutchison,6.2,0.5,0.4,1.2,3.7,15.27,2023
Chandler Parsons,5.8,0.2,0.4,2.0,1.9,12.87,2023
Channing Frye,4.2,0.3,0.3,0.9,2.1,9.75,2023
Chasson Randle,7.0,0.1,0.4,2.8,1.3,14.34,2023
Cheick Diallo,5.4,0.6,0.4,1.2,4.5,15.41,2023
Chimezie Metu,7.4,0.5,0.5,1.2,3.5,16.44,2023
Chris Boucher,4.7,0.6,0.3,0.7,3.6,12.73,2023
Chris Chiozza,6.3,0.3,0.6,1.7,2.7,14.46,2023
Chris Paul,10.5,0.3,1.5,4.5,4.0,27.29,2023
Christian Wood,5.2,0.5,0.4,0.9,4.3,14.55,2023
Chuma Okeke,6.4,0.5,0.4,1.1,3.1,14.54,2023
Clint Capela,16.1,1.2,0.5,1.1,9.5,34.14,2023
Coby White,14.5,0.3,0.9,4.0,3.2,27.79,2023
Cody Martin,7.9,0.3,0.6,2.4,2.9,17.56,2023
Cody Zeller,5.2,0.4,0.5,1.5,3.7,14.58,2023
Collin Sexton,21.2,0.4,0.8,3.5,3.7,34.41,2023
Corey Brewer,4.4,0.3,0.5,1.1,2.0,10.83,2023
Cory Joseph,7.0,0.2,0.7,2.8,3.0,17.61,2023
Courtney Lee,3.8,0.1,0.2,0.9,1.4,8.07,2023
Cristiano Felicio,4.1,0.3,0.5,0.9,3.2,11.6,2023
D'Angelo Russell,22.9,0.5,1.6,8.4,5.2,48.12,2023
D.J. Augustin,3.7,0.2,0.4,2.4,1.3,10.56,2023
D.J. Stephens,2.5,0.3,0.3,0.9,2.5,8.63,2023
D.J. Wilson,6.2,0.5,0.4,1.2,4.0,15.37,2023
Dairis Bertans,2.6,0.2,0.4,0.7,1.2,6.92,2023
Damian Jones,6.1,0.6,0.4,0.9,3.8,14.98,2023
Damian Lillard,21.2,0.5,1.2,5.9,5.0,40.94,2023
Damion Lee,5.9,0.3,0.4,1.2,2.4,12.84,2023
Damyean Dotson,9.8,0.2,0.6,1.6,2.7,17.86,2023
Daniel Gafford,6.1,0.7,0.4,1.2,5.4,17.78,2023
Daniel Hamilton,7.0,0.2,0.5,1.6,2.9,15.17,2023
Daniel Theis,5.6,0.5,0.4,1.0,3.2,13.82,2023
Danilo Gallinari,7.4,0.3,0.5,1.6,2.7,15.5,2023
Danny Green,6.3,0.4,0.5,1.3,2.4,13.79,2023
Dante Cunningham,3.5,0.1,0.2,0.8,1.8,7.99,2023
Dante Exum,8.1,0.2,0.5,2.6,2.4,17.03,2023
Danuel House,7.1,0.3,0.5,1.2,2.3,13.92,2023
Dario Saric,8.3,0.2,0.5,1.5,3.3,16.85,2023
Darius Garland,15.7,0.3,0.8,3.5,4.0,29.25,2023
Darius Miller,3.2,0.2,0.4,1.8,0.8,8.61,2023
Darren Collison,2.8,0.1,0.4,2.0,1.6,9.31,2023
Daryl Macon,6.7,0.2,0.5,1.4,2.4,13.72,2023
David Nwaba,6.4,0.3,0.6,1.2,2.6,14.05,2023
Davis Bertans,6.6,0.4,0.6,1.3,2.8,14.94,2023
Davon Reed,6.3,0.2,0.5,1.6,2.8,14.31,2023
De'Aaron Fox,18.9,0.4,1.4,7.2,4.0,39.91,2023
De'Anthony Melton,9.2,0.2,0.6,3.2,2.6,19.66,2023
DeAndre Hunter,8.4,0.3,0.6,1.6,3.2,17.34,2023
DeAndre Jordan,6.7,0.6,0.5,2.1,5.8,20.24,2023
DeAndre' Bembry,8.7,0.3,0.7,1.7,3.5,18.35,2023
DeMar DeRozan,12.8,0.3,0.8,3.2,4.1,25.74,2023
DeMarcus Cousins,12.1,0.9,0.8,3.1,8.2,31.65,2023
DeMarre Carroll,3.3,0.3,0.5,1.1,2.4,10.07,2023
DeVaughn Akoon-Purcell,5.2,0.1,0.6,2.1,1.5,12.4,2023
Deandre Ayton,22.1,1.5,1.1,3.8,12.5,50.67,2023
Delon Wright,7.8,0.2,0.7,3.1,2.4,17.89,2023
Demetrius Jackson,7.5,0.2,0.5,1.7,2.3,15.07,2023
Deng Adel,5.7,0.5,0.5,1.2,3.4,14.63,2023
Dennis Schroder,11.5,0.2,0.7,3.2,3.1,22.64,2023
Dennis Smith,13.9,0.3,0.8,3.5,3.2,26.31,2023
Deonte Burton,5.9,0.4,0.4,1.0,3.1,13.59,2023
Derrick Favors,5.7,0.5,0.5,1.0,3.8,14.9,2023
Derrick Jones,7.4,0.6,0.5,1.1,4.1,17.33,2023
Derrick Rose,11.5,0.2,0.5,3.0,1.8,20.42,2023
Derrick White,7.7,0.3,0.8,3.1,2.8,18.93,2023
Devin Booker,24.7,0.3,1.4,6.6,5.1,45.84,2023
Devin Harris,4.1,0.2,0.3,1.5,1.5,9.79,2023
Devin Robinson,8.0,0.5,0.5,1.1,3.4,16.69,2023
Devonte' Graham,7.5,0.1,0.4,3.6,2.0,16.85,2023
Dewayne Dedmon,4.3,0.4,0.5,0.9,3.5,12.57,2023
Deyonta Davis,5.3,0.6,0.4,1.1,4.0,14.57,2023
Dillon Brooks,7.7,0.3,0.6,1.4,2.3,15.11,2023
Dion Waiters,7.7,0.2,0.6,2.7,2.1,16.71,2023
Dirk Nowitzki,4.5,0.3,0.2,0.8,2.3,10.13,2023
Domantas Sabonis,14.8,0.4,0.6,2.7,9.2,32.95,2023
Donatas Motiejunas,2.7,0.3,0.4,1.0,2.7,9.56,2023
Donovan Mitchell,22.0,0.6,1.3,5.3,5.5,42.25,2023
Donte DiVincenzo,7.8,0.3,0.5,1.7,2.8,16.15,2023
Donte Grantham,5.4,0.4,0.6,1.4,3.6,14.76,2023
Dorian Finney-Smith,7.8,0.4,0.6,1.1,3.6,16.53,2023
Doug McDermott,6.9,0.2,0.5,1.7,1.4,13.31,2023
Dragan Bender,6.3,0.6,0.6,1.5,4.5,17.45,2023
Draymond Green,2.1,0.5,0.6,3.0,3.9,14.51,2023
Drew Eubanks,6.5,0.4,0.5,1.2,3.7,15.39,2023
Duncan Robinson,7.0,0.3,0.4,1.2,2.7,14.27,2023
Dusty Hannahs,7.8,0.2,0.5,2.2,2.4,16.16,2023
Dwayne Bacon,7.8,0.2,0.6,1.6,2.4,15.57,2023
Dwight Howard,5.2,0.4,0.4,1.0,2.9,12.58,2023
Dwight Powell,6.0,0.3,0.5,1.3,3.4,14.61,2023
Dwyane Wade,6.8,0.3,0.5,2.8,2.6,16.44,2023
Dylan Windler,5.8,0.4,0.5,1.7,2.6,14.1,2023
Dzanan Musa,8.8,0.3,0.6,2.0,3.3,18.44,2023
E'Twaun Moore,3.2,0.2,0.4,1.4,1.1,8.46,2023
Ed Davis,-0.0,0.2,0.4,0.5,5.6,9.59,2023
Edmond Sumner,7.1,0.2,0.5,1.5,2.9,14.93,2023
Ekpe Udoh,4.6,0.4,0.4,1.0,2.6,11.83,2023
Elfrid Payton,10.1,0.4,0.8,3.2,3.0,22.02,2023
Elie Okobo,6.1,0.2,0.5,2.6,2.2,14.79,2023
Emanuel Terry,7.4,0.2,0.6,1.6,3.0,16.11,2023
Emmanuel Mudiay,14.7,0.3,0.8,3.7,3.1,27.11,2023
Enes Kanter,6.7,0.4,0.5,1.1,5.1,17.01,2023
Eric Bledsoe,7.2,0.2,0.7,3.1,2.0,17.0,2023
Eric Gordon,8.4,0.2,0.4,2.4,1.4,15.44,2023
Eric Moreland,3.1,0.3,0.4,1.2,3.4,11.22,2023
Eric Paschall,7.2,0.4,0.5,1.3,2.9,15.24,2023
Ersan Ilyasova,4.8,0.3,0.2,0.7,2.3,10.16,2023
Evan Fournier,10.4,0.2,0.7,4.3,2.9,23.0,2023
Evan Turner,3.6,0.2,0.4,2.5,1.8,11.26,2023
Frank Jackson,9.8,0.0,0.6,1.6,1.8,16.2,2023
Frank Kaminsky,8.2,0.3,0.6,1.4,2.9,16.23,2023
Frank Mason,8.5,0.1,0.6,2.9,1.9,17.08,2023
Frank Ntilikina,8.8,0.2,0.6,2.6,2.4,17.97,2023
Fred VanVleet,11.0,0.2,0.8,3.4,2.9,22.34,2023
Furkan Korkmaz,8.9,0.2,0.6,1.9,2.0,16.32,2023
Garrett Temple,5.5,0.1,0.4,1.3,1.7,11.04,2023
Gary Clark,5.7,0.4,0.5,0.9,3.4,13.86,2023
Gary Harris,9.5,0.2,0.8,2.2,2.2,18.53,2023
Gary Payton,6.8,0.2,0.6,1.7,2.3,14.39,2023
Gary Trent,6.0,0.3,0.5,1.2,3.4,14.25,2023
George Hill,4.6,0.2,0.4,2.9,1.7,12.8,2023
George King,5.4,0.4,0.4,1.1,2.9,12.85,2023
Georges Niang,6.7,0.3,0.5,1.4,3.6,15.67,2023
Gerald Green,3.7,0.3,0.2,0.7,2.2,8.82,2023
Giannis Antetokounmpo,19.1,1.1,1.3,5.4,9.7,46.17,2023
Glenn Robinson,7.6,0.3,0.5,1.2,2.8,15.08,2023
Goran Dragic,3.7,0.2,0.4,2.2,0.6,9.45,2023
Gordon Hayward,6.0,0.3,0.6,2.6,2.9,15.92,2023
Gorgui Dieng,3.7,0.4,0.4,1.0,2.6,10.66,2023
Grant Williams,6.2,0.6,0.5,1.1,4.0,15.98,2023
Grayson Allen,8.1,0.3,0.5,1.6,2.9,16.47,2023
Greg Monroe,3.0,0.3,0.4,0.9,2.5,9.5,2023
Guerschon Yabusele,5.4,0.4,0.4,1.1,3.0,13.03,2023
Hamidou Diallo,5.9,0.4,0.5,0.8,3.8,14.38,2023
Harrison Barnes,8.6,0.3,0.5,2.1,3.6,18.57,2023
Harry Giles,11.2,0.5,0.5,1.6,3.8,21.12,2023
Hassan Whiteside,5.7,0.6,0.4,1.0,5.7,16.97,2023
Haywood Highsmith,7.0,0.3,0.5,1.5,2.9,15.12,2023
Henry Ellenson,6.3,0.4,0.4,1.2,3.6,14.92,2023
Ian Clark,5.0,0.2,0.5,1.7,1.6,11.5,2023
Ian Mahinmi,4.7,0.5,0.4,0.7,2.2,10.99,2023
Ignas Brazdeikis,7.5,0.3,0.5,1.3,2.7,15.29,2023
Ike Anigbogu,4.1,0.5,0.3,1.1,5.3,14.6,2023
Iman Shumpert,4.6,0.2,0.7,2.4,2.0,13.43,2023
Isaac Bonga,6.9,0.4,0.6,1.5,4.0,16.86,2023
Isaac Humphries,7.3,0.5,0.5,1.1,4.1,16.89,2023
Isaiah Briscoe,7.4,0.1,0.4,2.4,1.8,14.81,2023
Isaiah Canaan,5.9,0.2,0.5,2.4,2.0,14.04,2023
Isaiah Hartenstein,5.1,0.6,0.5,1.2,4.4,15.21,2023
Isaiah Hicks,5.6,0.7,0.5,1.2,3.9,15.94,2023
Isaiah Roby,7.4,0.5,0.6,1.2,3.5,16.52,2023
Isaiah Thomas,6.4,0.1,0.5,2.2,1.4,12.83,2023
Ish Smith,4.9,0.3,0.4,2.4,1.7,12.44,2023
Ivan Rabb,7.6,0.4,0.6,1.5,3.5,16.99,2023
Ivica Zubac,6.3,0.6,0.4,1.4,4.0,16.51,2023
J.J. Barea,7.3,0.1,0.4,2.5,1.7,14.56,2023
J.J. Redick,6.8,0.2,0.5,3.3,2.0,15.99,2023
J.P. Macura,6.9,0.2,0.5,1.8,2.8,15.16,2023
J.R. Smith,5.2,0.1,0.5,2.3,1.6,12.51,2023
Ja Morant,16.0,0.3,1.0,4.9,3.2,31.09,2023
JaKarr Sampson,14.1,1.1,0.5,2.1,10.3,34.66,2023
JaMychal Green,4.4,0.5,0.4,1.1,3.0,12.22,2023
JaVale McGee,4.9,0.5,0.4,0.9,2.4,11.89,2023
Jabari Parker,11.8,0.3,0.7,1.8,5.4,23.87,2023
Jacob Evans,6.9,0.3,0.6,1.5,3.1,15.83,2023
Jae Crowder,6.1,0.3,0.7,1.6,3.1,15.28,2023
Jahlil Okafor,7.9,0.6,0.5,1.1,3.7,17.18,2023
Jake Layman,7.7,0.4,0.5,1.3,3.0,15.9,2023
Jakob Poeltl,6.0,0.6,0.6,1.6,4.4,17.1,2023
Jalen Brunson,8.9,-0.0,0.6,3.3,1.9,17.81,2023
Jalen Jones,8.4,0.3,0.6,1.5,2.5,16.21,2023
Jalen McDaniels,6.3,0.4,0.4,1.2,3.1,14.29,2023
Jamal Crawford,5.7,0.2,0.4,1.6,1.8,12.01,2023
Jamal Murray,17.2,0.4,0.9,5.2,3.6,33.23,2023
James Ennis,4.1,0.4,0.5,1.0,2.5,11.13,2023
James Harden,23.7,0.8,1.3,7.6,7.7,50.5,2023
James Johnson,4.5,0.3,0.4,1.8,1.9,11.57,2023
James Nunnally,3.2,0.2,0.4,1.7,1.5,9.47,2023
Jared Dudley,3.7,0.2,0.5,1.1,1.6,9.38,2023
Jared Terrell,6.9,0.2,0.6,1.8,2.9,15.49,2023
Jarell Martin,5.5,0.4,0.4,1.4,3.3,14.01,2023
Jaren Jackson,8.3,0.9,0.5,0.7,3.0,17.16,2023
Jaron Blossomgame,4.4,0.4,0.4,1.0,3.7,12.68,2023
Jarred Vanderbilt,6.9,0.4,0.5,1.3,4.1,16.59,2023
Jarrell Brantley,6.2,0.3,0.5,0.9,3.1,13.79,2023
Jarrett Allen,19.8,1.7,0.6,2.9,11.4,44.87,2023
Jarrett Culver,11.0,0.3,0.6,1.4,3.7,20.11,2023
Jason Smith,4.2,0.4,0.3,0.9,2.1,10.26,2023
Jawun Evans,6.1,0.2,0.5,2.1,2.3,14.19,2023
Jaxson Hayes,10.3,0.8,0.7,1.4,6.2,24.45,2023
Jaylen Adams,5.5,0.2,0.4,1.9,1.5,12.11,2023
Jaylen Brown,12.9,0.4,0.8,1.9,4.3,24.6,2023
Jaylen Hands,6.1,0.2,0.6,2.1,1.7,13.66,2023
Jaylen Morris,6.6,0.2,0.6,2.0,2.3,14.91,2023
Jaylen Nowell,7.9,0.3,0.5,2.3,2.1,16.29,2023
Jayson Tatum,16.4,0.7,0.9,2.7,5.9,32.2,2023
Jeff Green,4.3,0.4,0.4,1.2,2.2,11.09,2023
Jeff Teague,4.4,0.2,0.5,2.7,0.3,10.9,2023
Jemerrio Jones,4.2,0.5,0.5,1.1,4.2,13.71,2023
Jerami Grant,11.5,0.6,0.5,1.1,5.0,22.43,2023
Jeremy Lamb,8.2,0.4,0.8,1.9,3.4,18.69,2023
Jeremy Lin,4.0,0.2,0.4,2.5,1.9,11.65,2023
Jerian Grant,6.1,0.2,0.7,2.9,2.4,16.03,2023
Jerome Robinson,7.8,0.3,0.6,1.7,2.7,16.17,2023
Jerryd Bayless,4.2,0.2,0.4,2.6,1.3,11.29,2023
Jevon Carter,6.7,0.2,0.6,2.2,1.9,14.76,2023
Jimmer Fredette,4.0,0.3,0.4,2.6,1.7,12.08,2023
Jimmy Butler,8.2,0.4,0.9,2.1,3.7,19.34,2023
Joakim Noah,3.8,0.3,0.4,1.0,2.2,10.02,2023
Jodie Meeks,3.9,0.2,0.4,1.5,1.6,10.02,2023
Joe Chealey,7.7,0.1,0.6,2.7,2.0,16.11,2023
Joe Harris,7.7,0.2,0.5,1.8,3.0,16.49,2023
Joe Ingles,5.2,0.2,0.5,2.8,1.8,13.76,2023
Joel Embiid,20.0,1.9,0.9,3.0,10.1,45.03,2023
John Collins,15.2,0.5,0.7,2.2,7.6,31.44,2023
John Henson,1.8,0.5,0.4,0.9,2.9,9.13,2023
John Holland,3.7,0.3,0.4,0.9,1.9,9.48,2023
John Jenkins,6.0,0.3,0.5,1.2,2.2,12.75,2023
John Wall,16.5,0.5,1.2,5.7,4.9,36.04,2023
Johnathan Motley,6.7,0.4,0.5,1.3,2.8,14.62,2023
Johnathan Williams,5.4,0.4,0.5,0.9,4.0,14.13,2023
Jon Leuer,4.7,0.3,0.3,0.9,2.2,10.49,2023
Jonah Bolden,5.6,0.6,0.4,1.0,4.2,14.9,2023
Jonas Jerebko,4.5,0.3,0.3,1.2,2.4,11.05,2023
Jonas Valanciunas,9.3,0.7,0.6,1.5,8.2,25.16,2023
Jonathan Isaac,8.3,0.6,0.5,1.3,5.1,19.86,2023
Jonathon Simmons,3.1,0.2,0.4,1.5,1.9,9.81,2023
Jordan Bell,5.3,0.5,0.4,1.4,3.4,14.24,2023
Jordan Bone,6.2,0.2,0.5,2.5,2.0,14.23,2023
Jordan Clarkson,11.4,0.2,0.5,2.2,3.0,20.55,2023
Jordan Loyd,6.5,0.2,0.6,1.7,2.5,14.55,2023
Jordan McRae,6.1,0.3,0.5,1.4,2.3,13.29,2023
Jordan Poole,6.4,0.2,0.6,1.7,2.3,14.03,2023
Jordan Sibert,5.2,0.2,0.5,1.8,2.4,12.9,2023
Jose Calderon,4.1,0.3,0.4,1.5,2.4,11.31,2023
Josh Hart,6.4,0.4,0.8,1.5,3.2,15.92,2023
Josh Jackson,11.7,0.5,0.8,2.2,4.3,24.06,2023
Josh Okogie,9.5,0.3,0.9,1.9,2.6,19.0,2023
Josh Richardson,12.9,0.2,1.0,3.8,3.6,26.43,2023
Jrue Holiday,20.7,0.9,1.6,6.8,7.9,47.76,2023
Juan Hernangomez,5.7,0.3,0.4,1.1,3.7,14.02,2023
Julian Washburn,5.7,0.2,0.6,1.5,2.1,12.66,2023
Julius Randle,20.8,0.8,0.9,3.2,9.6,42.32,2023
Justin Anderson,8.6,0.3,0.6,1.3,2.9,16.62,2023
Justin Holiday,6.6,0.4,0.6,1.5,3.5,15.9,2023
Justin Jackson,8.2,0.3,0.6,1.6,2.7,16.32,2023
Justin James,6.1,0.3,0.4,1.1,3.4,13.98,2023
Justin Patton,7.7,0.2,0.8,2.1,2.8,17.2,2023
Justin Wright-Foreman,5.6,0.2,0.5,2.1,2.1,13.36,2023
Justise Winslow,12.4,0.4,0.8,3.3,5.1,26.99,2023
Jusuf Nurkic,16.0,1.3,0.6,2.4,10.1,37.23,2023
Kadeem Allen,8.1,0.1,0.7,3.4,2.1,18.26,2023
Kalin Lucas,2.8,0.2,0.4,1.1,1.9,8.63,2023
Karl-Anthony Towns,21.7,2.1,1.0,3.2,11.1,49.1,2023
Kawhi Leonard,21.5,0.8,1.1,4.8,7.7,43.73,2023
Keita Bates-Diop,6.4,0.5,0.5,1.2,3.3,15.1,2023
Keldon Johnson,8.8,0.3,0.6,1.5,3.0,17.27,2023
Kelly Olynyk,7.5,0.3,0.6,1.5,2.8,15.88,2023
Kelly Oubre,11.5,0.4,0.9,2.0,4.0,23.44,2023
Kemba Walker,19.1,0.6,1.2,5.7,5.1,38.9,2023
Kenneth Faried,5.1,0.4,0.4,1.1,2.5,12.06,2023
Kenrich Williams,8.8,0.3,0.7,1.5,3.7,18.57,2023
Kent Bazemore,6.2,0.4,0.6,1.8,2.9,15.38,2023
Kentavious Caldwell-Pope,9.4,0.2,0.6,1.8,2.5,17.57,2023
Kevin Durant,22.3,0.8,1.0,5.0,7.7,44.26,2023
Kevin Huerter,10.7,0.3,0.8,3.3,2.7,22.03,2023
Kevin Knox,14.6,0.4,0.9,2.3,5.4,28.35,2023
Kevin Love,8.7,0.2,0.4,1.5,4.4,18.16,2023
Kevin PorterJr,7.2,0.4,0.5,1.2,3.4,15.8,2023
Kevon Looney,7.4,0.6,0.6,1.5,3.8,17.75,2023
Khem Birch,5.9,0.5,0.5,1.0,3.7,14.53,2023
Khris Middleton,13.5,0.3,0.8,3.2,4.4,26.87,2023
Khyri Thomas,6.1,0.3,0.4,1.2,3.0,13.84,2023
Klay Thompson,11.2,0.5,0.6,1.7,4.0,21.92,2023
Kobi Simmons,6.5,0.5,0.5,1.4,3.4,15.84,2023
Kosta Koufos,2.8,0.3,0.4,0.9,3.2,10.22,2023
Kostas Antetokounmpo,8.4,0.3,0.6,1.6,3.1,17.1,2023
Kris Dunn,10.6,0.3,1.0,4.2,3.8,25.3,2023
Kyle Anderson,6.1,0.5,0.9,2.4,4.6,19.34,2023
Kyle Guy,6.0,0.2,0.6,2.0,1.8,13.35,2023
Kyle Korver,5.6,0.2,0.4,1.0,1.8,11.02,2023
Kyle Kuzma,14.6,0.4,0.5,2.1,3.9,25.28,2023
Kyle Lowry,7.0,0.2,0.7,3.5,2.2,17.74,2023
Kyle O'Quinn,3.4,0.4,0.5,1.1,2.5,10.81,2023
Kyrie Irving,23.5,0.6,1.7,8.1,6.3,50.07,2023
LaMarcus Aldridge,9.3,1.1,0.5,2.3,7.8,26.72,2023
Lance Stephenson,4.1,0.2,0.5,1.6,1.9,10.87,2023
Lance Thomas,4.9,0.2,0.3,1.1,2.1,10.76,2023
Landry Shamet,9.1,0.2,0.6,1.9,1.7,16.31,2023
Langston Galloway,5.6,0.2,0.5,1.8,1.5,12.08,2023
Larry Nance,8.0,0.4,0.9,2.4,4.7,21.13,2023
Lauri Markkanen,18.3,0.8,0.9,3.4,9.7,40.04,2023
LeBron James,7.5,0.5,1.1,6.0,5.6,27.94,2023
Lonnie Walker,8.2,0.3,0.6,1.6,3.1,16.9,2023
Lonzo Ball,11.3,0.5,1.1,4.9,3.8,28.04,2023
Lorenzo Brown,2.2,0.2,0.4,1.5,1.2,7.66,2023
Lou Williams,10.7,0.3,0.7,3.7,2.3,21.95,2023
Luc Mbah a Moute,4.5,0.3,0.3,1.0,2.7,10.97,2023
Luka Doncic,21.5,1.2,1.4,9.9,12.3,59.0,2023
Luke Kennard,8.8,0.1,0.5,1.7,1.9,15.45,2023
Luke Kornet,6.9,0.5,0.6,1.3,3.9,16.87,2023
Luol Deng,4.4,0.4,0.4,0.7,2.0,10.1,2023
Malachi Richardson,6.5,0.3,0.6,1.5,3.1,15.14,2023
Malcolm Brogdon,12.5,0.2,1.0,3.4,3.8,25.69,2023
Malcolm Miller,6.6,0.3,0.5,1.5,3.0,14.92,2023
Malik Beasley,11.7,0.2,0.7,1.7,3.2,20.98,2023
Malik Monk,13.2,0.2,0.7,1.8,2.9,22.12,2023
MarShon Brooks,3.1,0.1,0.4,0.9,1.3,7.61,2023
Marc Gasol,6.4,0.5,0.6,1.9,3.6,16.82,2023
Marcin Gortat,3.6,0.4,0.4,0.7,2.8,10.33,2023
Marco Belinelli,4.3,0.2,0.4,2.0,1.2,10.58,2023
Marcus Derrickson,8.0,0.3,0.5,1.2,3.0,15.79,2023
Marcus Morris,4.5,0.3,0.4,1.2,2.6,11.49,2023
Marcus Smart,10.7,0.3,0.8,3.2,2.7,22.03,2023
Marial Shayok,6.7,0.2,0.5,1.5,3.0,14.76,2023
Mario Hezonja,7.7,0.2,0.6,1.6,2.7,15.9,2023
Markelle Fultz,13.2,0.4,0.9,3.7,3.6,26.72,2023
Markieff Morris,6.3,0.3,0.5,1.2,2.4,13.38,2023
Marquese Chriss,7.7,0.5,0.5,1.1,4.1,17.39,2023
Marvin Bagley,25.0,1.7,1.0,2.9,12.2,52.19,2023
Marvin Williams,3.6,0.4,0.4,0.4,2.7,9.81,2023
Mason Plumlee,5.1,0.5,0.6,2.3,3.6,15.88,2023
Matisse Thybulle,6.4,0.3,0.7,1.2,2.8,14.58,2023
Matthew Dellavedova,4.0,0.2,0.5,2.9,1.4,12.04,2023
Maurice Harkless,7.4,0.5,0.8,1.4,3.7,17.71,2023
Maxi Kleber,5.6,0.6,0.4,0.9,3.3,13.95,2023
Melvin Frazier,6.6,0.3,0.6,1.6,3.1,15.34,2023
Meyers Leonard,4.1,0.3,0.5,1.0,3.5,12.29,2023
Mfiondu Kabengele,6.0,0.5,0.5,1.1,3.8,15.44,2023
Michael Beasley,4.9,0.3,0.3,1.1,2.6,11.56,2023
Michael Carter-Williams,7.8,0.2,0.7,2.2,2.1,16.27,2023
Michael Kidd-Gilchrist,5.4,0.5,0.4,0.9,3.1,13.1,2023
Mikal Bridges,9.4,0.3,0.8,2.2,2.3,18.69,2023
Mike Conley,13.9,0.3,0.8,4.2,3.7,28.01,2023
Mike Muscala,5.0,0.5,0.5,1.0,2.9,12.83,2023
Mike Scott,4.1,0.2,0.4,1.1,2.4,10.42,2023
Miles Bridges,8.1,0.4,0.4,1.3,3.6,16.83,2023
Miles Plumlee,4.5,0.3,0.4,1.2,2.5,11.34,2023
Milos Teodosic,4.5,0.2,0.5,2.2,1.1,11.55,2023
Mitch Creek,5.9,0.0,0.5,1.7,2.0,12.38,2023
Mitchell Robinson,16.0,2.8,0.9,2.8,11.7,45.24,2023
Miye Oni,7.4,0.3,0.7,1.4,3.1,16.2,2023
Mohamed Bamba,7.4,0.8,0.3,1.2,5.6,19.39,2023
Monte Morris,10.0,0.2,0.8,3.6,1.6,20.0,2023
Montrezl Harrell,11.8,0.7,0.8,1.8,5.0,25.0,2023
Moritz Wagner,7.8,0.5,0.6,1.3,3.4,16.97,2023
Myles Turner,21.3,2.2,0.9,3.1,11.8,49.33,2023
Nassir Little,6.5,0.3,0.6,1.3,3.7,15.67,2023
Naz Mitrou-Long,5.4,0.2,0.5,1.7,2.0,12.54,2023
Nemanja Bjelica,5.1,0.4,0.5,1.1,2.4,12.31,2023
Nene Hilario,3.9,0.1,0.2,0.2,1.8,7.24,2023
Nerlens Noel,7.3,0.6,0.4,1.1,3.7,16.32,2023
Nick Young,3.6,0.4,0.5,1.2,2.8,11.59,2023
Nickeil Alexander-Walker,8.0,0.2,0.6,1.6,1.9,15.07,2023
Nicolas Batum,5.5,0.3,0.4,1.9,2.7,13.64,2023
Nicolas Claxton,5.7,0.5,0.5,1.1,3.4,14.51,2023
Nik Stauskas,7.3,0.2,0.5,1.7,2.2,14.5,2023
Nikola Jokic,19.3,0.8,1.7,7.6,9.5,49.78,2023
Nikola Mirotic,6.1,0.5,0.4,1.1,3.6,14.74,2023
Nikola Vucevic,20.1,1.1,0.9,2.8,9.4,41.46,2023
Noah Vonleh,6.7,0.5,0.6,1.4,4.4,17.45,2023
Norman Powell,6.6,0.2,0.5,1.7,1.9,13.51,2023
OG Anunoby,9.7,0.4,0.6,1.0,3.4,18.39,2023
Okaro White,5.1,0.3,0.4,1.1,2.6,12.13,2023
Omari Spellman,7.6,0.5,0.7,1.5,3.9,17.88,2023
Omri Casspi,5.6,0.3,0.4,0.9,2.5,12.1,2023
Otto Porter,13.1,0.3,1.1,2.3,5.4,27.41,2023
P.J. Tucker,3.3,0.3,0.4,0.7,2.3,9.31,2023
PJ Dozier,6.7,0.3,0.5,1.5,3.0,14.98,2023
PJ Washington,8.5,0.4,0.4,1.1,4.0,17.38,2023
Pascal Siakam,15.0,0.7,0.9,3.4,6.5,32.66,2023
Pat Connaughton,4.3,0.4,0.5,1.5,3.2,13.08,2023
Patrick Beverley,5.9,0.5,0.6,2.5,3.3,16.81,2023
Patrick McCaw,6.8,0.2,0.5,1.4,2.8,14.65,2023
Patrick Patterson,4.4,0.4,0.4,1.0,2.7,11.51,2023
Patty Mills,6.0,0.2,0.5,2.7,1.5,13.75,2023
Pau Gasol,4.3,0.2,0.4,1.0,2.1,9.99,2023
Paul George,17.5,0.8,1.1,4.7,8.3,40.23,2023
Paul Millsap,5.9,0.4,0.5,0.8,2.6,12.84,2023
Quincy Acy,3.1,0.4,0.4,1.2,2.0,9.68,2023
Quincy Pondexter,3.6,0.3,0.3,0.6,2.0,8.7,2023
Quinn Cook,9.7,0.1,0.7,2.3,1.6,17.39,2023
Quinndary Weatherspoon,8.2,0.2,0.6,1.7,3.0,16.98,2023
R.J. Hunter,15.0,0.3,0.7,3.2,3.2,26.91,2023
RJ Barrett,17.7,0.4,0.6,3.4,5.0,31.77,2023
Rajon Rondo,6.1,0.2,0.6,2.7,2.3,15.41,2023
Raul Neto,5.9,0.2,0.5,2.7,1.7,13.93,2023
Rawle Alkins,7.4,0.3,0.5,1.6,2.9,15.8,2023
Ray Spalding,6.0,0.6,0.5,1.1,4.2,15.82,2023
Raymond Felton,2.9,0.2,0.4,1.9,1.5,9.24,2023
Reggie Bullock,7.7,0.2,0.6,2.0,1.9,15.21,2023
Reggie Jackson,5.4,0.2,0.6,3.0,1.6,14.05,2023
